timestamp,accel_A-01_ms2,accel_A-02_ms2
258.581,-0.153,0.053
258.601,-0.185,-0.002
258.621,-0.135,0.057
258.641,-0.172,0.026
258.661,-0.3,0.072
258.681,-0.156,0.031
258.701,-0.168,0.019
258.721,-0.082,-0.016
258.741,-0.14,-0.081
258.761,-0.079,-0.042
258.781,-0.074,-0.056
258.801,-0.057,0.005
258.821,-0.1,0.063
258.841,0.014,-0.034
258.861,-0.023,-0.11
258.881,0.029,-0.056
258.901,-0.041,-0.035
258.921,0.166,-0.017
258.941,0.124,-0.111
258.961,0.064,-0.114
258.981,0.148,-0.059
259.001,0.097,-0.065
259.021,0.138,-0.08
259.041,0.197,-0.19
259.061,0.19,-0.106
259.081,0.216,-0.041
259.101,0.215,-0.036
259.121,0.248,-0.129
259.141,0.27,-0.169
259.161,0.111,-0.161
259.181,0.218,-0.103
259.201,0.219,-0.107
259.221,0.214,-0.103
259.241,0.155,-0.15
259.261,0.249,-0.048
259.281,0.22,-0.135
259.301,0.147,-0.055
259.321,0.218,-0.071
259.341,0.129,0.009
259.361,0.069,-0.075
259.381,0.138,-0.09
259.401,0.101,-0.072
259.421,0.065,-0.087
259.441,0.147,-0.013
259.461,0.01,-0.108
259.481,0.015,-0.059
259.501,0.019,0.009
259.521,-0.049,-0.052
259.541,0.0,-0.107
259.561,-0.111,-0.072
259.581,-0.021,-0.091
259.601,-0.165,0.048
259.621,-0.028,0.026
259.641,-0.105,-0.081
259.661,-0.006,0.007
259.681,-0.199,-0.053
259.701,-0.17,-0.008
259.721,-0.165,0.069
259.741,-0.13,-0.055
259.761,-0.195,-0.004
259.781,-0.162,-0.045
259.801,-0.167,0.063
259.821,-0.298,0.085
259.841,-0.185,0.11
259.861,-0.224,0.097
259.881,-0.223,0.067
259.901,-0.085,0.044
259.921,-0.083,0.099
259.941,-0.114,0.045
259.961,-0.092,0.072
259.981,-0.105,0.063
260.001,-0.17,0.063
260.021,-0.067,0.08
260.041,-0.115,0.051
260.061,-0.035,0.163
260.081,-0.037,0.082
260.101,-0.125,0.126
260.121,-0.011,0.04
260.141,-0.006,0.204
260.161,0.024,0.144
260.181,0.035,0.06
260.201,0.118,0.067
260.221,0.081,0.088
260.241,0.038,0.089
260.261,0.135,0.108
260.281,0.223,0.047
260.301,0.073,0.073
260.321,0.18,0.078
260.341,0.146,0.081
260.361,0.145,0.107
260.381,0.151,0.172
260.401,0.31,0.109
260.421,0.181,0.079
260.441,0.113,0.131
260.461,0.228,-0.028
260.481,0.243,0.093
260.501,0.262,0.026
260.521,0.126,0.139
260.541,0.189,0.033
260.561,0.223,0.093
260.581,0.101,0.107
260.601,0.177,0.042
260.621,0.162,-0.01
260.641,0.154,0.138
260.661,0.07,0.113
260.681,0.081,0.021
260.701,0.06,0.023
260.721,0.101,0.011
260.741,0.03,-0.023
260.761,-0.06,-0.061
260.781,-0.034,-0.045
260.801,-0.049,-0.012
260.821,0.025,0.089
260.841,-0.096,-0.071
260.861,-0.149,-0.029
260.881,-0.145,-0.056
260.901,-0.209,-0.065
260.921,-0.129,-0.067
260.941,-0.103,-0.052
260.961,-0.16,-0.074
260.981,-0.202,-0.165
261.001,-0.174,-0.069
261.021,-0.266,-0.115
261.041,-0.183,-0.097
261.061,-0.206,-0.063
261.081,-0.269,-0.078
261.101,-0.2,-0.055
261.121,-0.217,-0.046
261.141,-0.214,-0.126
261.161,-0.13,-0.107
261.181,-0.223,-0.042
261.201,-0.222,-0.063
261.221,-0.106,-0.122
261.241,-0.167,-0.116
261.261,-0.099,-0.141
261.281,-0.172,-0.06
261.301,-0.131,-0.075
261.321,-0.021,-0.145
261.341,-0.076,-0.154
261.361,0.068,-0.132
261.381,-0.03,-0.073
261.401,0.013,-0.07
261.421,0.005,-0.105
261.441,-0.007,-0.119
261.461,0.173,-0.05
261.481,0.07,-0.005
261.501,0.056,-0.018
261.521,0.116,-0.095
261.541,0.145,-0.168
261.561,0.186,-0.111
261.581,0.186,-0.152
261.601,0.198,-0.038
261.621,0.198,-0.022
261.641,0.2,-0.085
261.661,0.202,-0.073
261.681,0.244,-0.053
261.701,0.227,0.086
261.721,0.235,-0.076
261.741,0.16,0.004
261.761,0.215,-0.019
261.781,0.121,0.02
261.801,0.058,-0.055
261.821,0.13,-0.048
261.841,0.08,0.029
261.861,0.191,0.04
261.881,0.103,0.007
261.901,0.142,0.114
261.921,0.02,0.03
261.941,0.026,0.092
261.961,-0.002,0.091
261.981,-0.002,0.055
262.001,-0.004,-0.004
262.021,0.067,0.129
262.041,-0.028,0.065
262.061,-0.093,0.07
262.081,0.025,0.045
262.101,-0.121,0.114
262.121,-0.083,0.118
262.141,-0.112,-0.013
262.161,-0.105,0.121
262.181,-0.114,0.156
262.201,-0.194,0.181
262.221,-0.207,0.137
262.241,-0.11,0.098
262.261,-0.25,0.094
262.281,-0.16,0.174
262.301,-0.202,0.098
262.321,-0.251,0.073
262.341,-0.23,0.03
262.361,-0.139,0.144
262.381,-0.199,0.093
262.401,-0.17,0.101
262.421,-0.186,0.028
262.441,-0.134,0.047
262.461,-0.169,0.185
262.481,-0.183,0.069
262.501,-0.153,0.047
262.521,0.016,0.1
262.541,-0.134,-0.006
262.561,-0.114,0.036
262.581,-0.058,0.084
262.601,-0.051,0.051
262.621,0.002,0.007
262.641,-0.042,0.163
262.661,0.004,0.093
262.681,0.05,0.029
262.701,0.108,0.016
262.721,0.121,0.037
262.741,0.107,0.029
262.761,0.168,-0.002
262.781,0.115,0.058
262.801,0.142,-0.084
262.821,0.188,0.02
262.841,0.126,0.05
262.861,0.149,-0.034
262.881,0.132,0.037
262.901,0.125,0.002
262.921,0.144,-0.029
262.941,0.239,-0.07
262.961,0.229,-0.029
262.981,0.253,-0.054
263.001,0.212,-0.077
263.021,0.243,-0.063
263.041,0.287,-0.047
263.061,0.193,-0.032
263.081,0.142,-0.067
263.101,0.091,-0.052
263.121,0.139,-0.09
263.141,0.028,-0.102
263.161,0.188,-0.057
263.181,0.071,-0.036
263.201,0.035,0.006
263.221,0.061,-0.129
263.241,0.07,-0.108
263.261,0.032,-0.047
263.281,-0.0,-0.111
263.301,-0.053,-0.14
263.321,-0.032,-0.07
263.341,-0.141,-0.099
263.361,-0.077,-0.136
263.381,-0.184,-0.084
263.401,-0.099,-0.126
263.421,-0.055,-0.124
263.441,-0.158,-0.113
263.461,-0.122,-0.032
263.481,-0.169,-0.1
263.501,-0.193,-0.163
263.521,-0.217,0.001
263.541,-0.212,-0.103
263.561,-0.153,-0.086
263.581,-0.222,-0.063
263.601,-0.163,0.006
263.621,-0.236,-0.068
263.641,-0.138,-0.062
263.661,-0.227,0.069
263.681,-0.07,-0.012
263.701,-0.107,-0.102
263.721,-0.05,-0.16
263.741,-0.03,0.005
263.761,-0.178,-0.007
263.781,-0.087,-0.008
263.801,-0.157,0.048
263.821,-0.028,-0.038
263.841,-0.131,-0.072
263.861,0.031,-0.068
263.881,0.055,0.025
263.901,-0.042,0.032
263.921,0.021,-0.052
263.941,0.108,0.076
263.961,-0.008,0.081
263.981,0.091,0.067
264.001,0.059,0.098
264.021,0.05,-0.015
264.041,0.089,-0.014
264.061,0.173,-0.035
264.081,0.282,0.066
264.101,0.186,0.022
264.121,0.151,0.135
264.141,0.189,0.1
264.161,0.168,0.133
264.181,0.283,0.028
264.201,0.205,0.138
264.221,0.247,0.092
264.241,0.202,0.01
264.261,0.24,0.121
264.281,0.187,0.081
264.301,0.209,0.022
264.321,0.119,0.098
264.341,0.205,0.117
264.361,0.161,0.18
264.381,0.103,0.117
264.401,0.066,0.146
264.421,0.038,0.05
264.441,0.07,0.14
264.461,0.06,0.246
264.481,0.062,0.139
264.501,0.059,0.169
264.521,-0.05,0.064
264.541,-0.019,0.111
264.561,-0.108,0.163
264.581,0.027,0.004
264.601,-0.066,0.105
264.621,-0.177,0.09
264.641,-0.084,0.083
264.661,-0.069,0.052
264.681,-0.078,0.011
264.701,-0.157,0.029
264.721,-0.172,0.095
264.741,-0.096,0.015
264.761,-0.251,0.023
264.781,-0.275,-0.018
264.801,-0.223,0.086
264.821,-0.169,-0.006
264.841,-0.265,-0.033
264.861,-0.19,0.026
264.881,-0.236,-0.06
264.901,-0.119,0.023
264.921,-0.144,0.054
264.941,-0.097,0.004
264.961,-0.152,-0.087
264.981,-0.075,-0.014
265.001,-0.121,0.099
265.021,-0.103,0.007
265.041,-0.203,-0.086
265.061,-0.072,-0.063
265.081,0.081,0.019
265.101,0.025,-0.12
265.121,-0.037,-0.067
265.141,0.058,-0.041
265.161,0.031,-0.09
265.181,0.01,-0.111
265.201,0.085,-0.18
265.221,0.076,-0.074
265.241,0.026,-0.105
265.261,0.095,-0.088
265.281,0.082,-0.036
265.301,0.14,-0.134
265.321,0.085,-0.072
265.341,0.255,-0.134
265.361,0.148,-0.048
265.381,0.201,-0.167
265.401,0.328,-0.056
265.421,0.207,-0.012
265.441,0.098,-0.19
265.461,0.253,-0.144
265.481,0.29,-0.076
265.501,0.182,-0.18
265.521,0.242,-0.118
265.541,0.225,-0.137
265.561,0.221,-0.05
265.581,0.129,-0.051
265.601,0.127,-0.013
265.621,0.241,-0.12
265.641,0.123,-0.077
265.661,0.151,-0.093
265.681,0.098,-0.022
265.701,0.06,-0.075
265.721,0.136,-0.066
265.741,0.042,-0.058
265.761,0.012,-0.101
265.781,0.035,-0.067
265.801,-0.099,-0.074
265.821,-0.047,-0.069
265.841,-0.109,-0.06
265.861,-0.046,0.027
265.881,-0.187,0.043
265.901,-0.133,-0.122
265.921,-0.134,0.013
265.941,-0.112,-0.108
265.961,-0.132,-0.033
265.981,-0.085,-0.023
266.001,-0.105,0.047
266.021,-0.163,-0.04
266.041,-0.238,0.099
266.061,-0.23,0.043
266.081,-0.176,-0.033
266.101,-0.171,0.042
266.121,-0.115,-0.02
266.141,-0.24,0.047
266.161,-0.105,0.032
266.181,-0.265,-0.003
266.201,-0.106,0.052
266.221,-0.189,0.041
266.241,-0.141,0.129
266.261,-0.159,0.071
266.281,-0.088,0.102
266.301,-0.131,0.057
266.321,-0.136,0.056
266.341,-0.069,0.108
266.361,-0.097,0.065
266.381,0.053,0.122
266.401,0.021,0.11
266.421,0.115,0.159
266.441,0.012,0.081
266.461,0.067,0.114
266.481,0.08,0.116
266.501,0.053,0.09
266.521,0.093,0.07
266.541,0.144,0.068
266.561,0.187,0.085
266.581,0.2,0.061
266.601,0.244,0.119
266.621,0.185,0.086
266.641,0.163,0.1
266.661,0.102,0.172
266.681,0.179,0.097
266.701,0.236,0.133
266.721,0.156,0.167
266.741,0.181,0.04
266.761,0.272,0.059
266.781,0.242,0.09
266.801,0.124,0.144
266.821,0.161,-0.002
266.841,0.114,0.036
266.861,0.142,0.045
266.881,0.141,0.121
266.901,0.142,-0.056
266.921,0.163,0.086
266.941,0.107,0.044
266.961,0.078,0.087
266.981,0.005,0.027
267.001,0.058,-0.007
267.021,0.068,-0.014
267.041,-0.025,-0.077
267.061,-0.067,0.006
267.081,-0.094,-0.024
267.101,-0.066,0.032
267.121,-0.057,0.009
267.141,-0.121,0.04
267.161,-0.14,-0.014
267.181,-0.15,0.051
267.201,-0.093,-0.077
267.221,-0.188,0.027
267.241,-0.058,-0.038
267.261,-0.161,-0.106
267.281,-0.148,-0.059
267.301,-0.181,-0.125
267.321,-0.19,-0.062
267.341,-0.196,-0.131
267.361,-0.169,-0.034
267.381,-0.186,-0.117
267.401,-0.144,-0.099
267.421,-0.159,-0.027
267.441,-0.118,-0.09
267.461,-0.219,-0.07
267.481,-0.077,-0.027
267.501,-0.146,-0.15
267.521,-0.278,-0.105
267.541,-0.143,-0.097
267.561,-0.154,-0.113
267.581,-0.056,-0.139
267.601,-0.091,-0.048
267.621,0.007,-0.039
267.641,0.026,-0.139
267.661,0.062,-0.051
267.681,0.023,-0.093
267.701,0.032,-0.081
267.721,-0.032,-0.172
267.741,0.012,-0.041
267.761,0.061,-0.019
267.781,0.238,-0.079
267.801,0.173,-0.123
267.821,0.235,-0.06
267.841,0.131,-0.066
267.861,0.143,0.039
267.881,0.205,-0.089
267.901,0.197,-0.055
267.921,0.184,-0.063
267.941,0.169,0.042
267.961,0.123,-0.009
267.981,0.165,-0.015
268.001,0.101,0.03
268.021,0.163,-0.085
268.041,0.179,-0.056
268.061,0.169,-0.061
268.081,0.251,0.048
268.101,0.174,0.031
268.121,0.149,0.033
268.141,0.153,0.095
268.161,0.033,-0.013
268.181,0.163,0.024
268.201,0.1,0.054
268.221,0.084,0.095
268.241,-0.054,0.047
268.261,0.027,-0.058
268.281,0.069,0.021
268.301,0.075,0.111
268.321,-0.01,0.049
268.341,-0.059,0.093
268.361,-0.018,0.049
268.381,-0.064,0.082
268.401,-0.081,0.131
268.421,-0.117,0.072
268.441,-0.116,0.099
268.461,-0.161,0.075
268.481,-0.175,0.086
268.501,-0.206,0.066
268.521,-0.195,0.107
268.541,-0.243,0.026
268.561,-0.212,-0.006
268.581,-0.252,0.105
268.601,-0.25,0.207
268.621,-0.253,0.064
268.641,-0.112,0.073
268.661,-0.225,0.156
268.681,-0.196,0.026
268.701,-0.134,0.045
268.721,-0.246,0.008
268.741,-0.194,0.176
268.761,-0.176,0.13
268.781,-0.078,0.16
268.801,-0.126,0.061
268.821,-0.066,0.119
268.841,-0.117,0.11
268.861,-0.141,0.038
268.881,-0.057,0.109
268.901,0.01,0.107
268.921,0.005,0.021
268.941,-0.029,0.1
268.961,0.096,0.071
268.981,0.04,0.037
269.001,0.039,0.031
269.021,0.108,0.081
269.041,0.198,0.043
269.061,0.188,0.032
269.081,0.09,-0.049
269.101,0.143,0.119
269.121,0.227,0.012
269.141,0.171,-0.03
269.161,0.168,-0.095
269.181,0.212,-0.086
269.201,0.135,0.055
269.221,0.204,-0.041
269.241,0.189,0.004
269.261,0.216,0.065
269.281,0.116,-0.007
269.301,0.18,-0.099
269.321,0.193,-0.069
269.341,0.267,-0.038
269.361,0.227,-0.054
269.381,0.15,-0.036
269.401,0.072,-0.07
269.421,0.105,-0.08
269.441,0.121,-0.105
269.461,0.117,-0.066
269.481,0.162,-0.023
269.501,0.086,-0.105
269.521,0.059,-0.143
269.541,0.039,-0.081
269.561,-0.051,-0.093
269.581,-0.092,-0.064
269.601,-0.087,-0.1
269.621,-0.095,-0.068
269.641,-0.075,-0.147
269.661,-0.205,-0.091
269.681,-0.141,-0.172
269.701,-0.124,-0.141
269.721,-0.153,-0.086
269.741,-0.146,-0.034
269.761,-0.154,-0.024
269.781,-0.224,-0.152
269.801,-0.286,-0.207
269.821,-0.254,-0.18
269.841,-0.232,-0.056
269.861,-0.197,-0.022
269.881,-0.199,-0.041
269.901,-0.205,-0.196
269.921,-0.18,-0.139
269.941,-0.231,-0.107
269.961,-0.21,-0.086
269.981,-0.037,-0.029
270.002,-0.168,-0.055
270.022,-0.113,-0.096
270.042,-0.032,0.05
270.062,-0.115,-0.047
270.082,-0.085,0.013
270.102,-0.055,-0.058
270.122,-0.026,-0.003
270.142,-0.061,0.019
270.162,-0.044,0.039
270.182,0.035,-0.059
270.202,0.029,-0.027
270.222,0.073,0.001
270.242,0.055,0.051
270.262,0.029,-0.038
270.282,0.071,-0.063
270.302,0.137,0.032
270.322,0.016,0.039
270.342,0.11,0.049
270.362,0.173,0.011
270.382,0.14,0.042
270.402,0.252,0.038
270.422,0.166,0.044
270.442,0.123,0.098
270.462,0.331,0.194
270.482,0.124,0.099
270.502,0.186,0.06
270.522,0.15,0.058
270.542,0.135,0.036
270.562,0.098,0.184
270.582,0.163,0.064
270.602,0.176,0.206
270.622,0.254,0.08
270.642,0.151,0.087
270.662,0.085,0.113
270.682,0.181,0.153
270.702,0.064,0.107
270.722,0.066,0.182
270.742,0.126,0.077
270.762,0.116,0.059
270.782,0.055,0.06
270.802,0.05,0.052
270.822,0.02,0.08
270.842,-0.052,0.072
270.862,-0.077,0.091
270.882,-0.081,0.013
270.902,-0.037,0.034
270.922,-0.089,0.092
270.942,-0.181,0.131
270.962,-0.136,0.074
270.982,-0.154,0.062
271.002,-0.243,0.079
271.022,-0.225,0.124
271.042,-0.169,0.034
271.062,-0.176,0.087
271.082,-0.13,-0.004
271.102,-0.169,0.003
271.122,-0.218,-0.057
271.142,-0.162,0.007
271.162,-0.135,0.084
271.182,-0.233,-0.056
271.202,-0.151,0.121
271.222,-0.142,0.042
271.242,-0.17,-0.011
271.262,-0.278,-0.008
271.282,-0.213,-0.062
271.302,-0.183,-0.034
271.322,-0.107,-0.02
271.342,0.003,-0.032
271.362,-0.077,0.042
271.382,0.024,0.022
271.402,0.043,-0.102
271.422,-0.028,-0.121
271.442,0.008,-0.079
271.462,0.008,-0.048
271.482,0.015,0.026
271.502,0.042,-0.146
271.522,0.115,-0.128
271.542,0.088,-0.122
271.562,0.079,-0.067
271.582,0.1,-0.118
271.602,0.17,-0.083
271.622,0.196,-0.11
271.642,0.221,-0.181
271.662,0.124,-0.18
271.682,0.283,-0.084
271.702,0.288,-0.154
271.722,0.167,-0.032
271.742,0.187,-0.104
271.762,0.277,-0.166
271.782,0.213,-0.09
271.802,0.25,-0.13
271.822,0.187,-0.06
271.842,0.195,-0.075
271.862,0.199,-0.039
271.882,0.111,-0.137
271.902,0.194,-0.047
271.922,0.117,-0.012
271.942,0.074,-0.0
271.962,0.234,0.021
271.982,0.121,-0.061
272.002,-0.037,-0.095
272.022,0.091,-0.077
272.042,0.091,-0.194
272.062,-0.002,-0.048
272.082,0.002,-0.06
272.102,0.048,-0.045
272.122,-0.013,-0.152
272.142,-0.102,-0.034
272.162,-0.123,-0.031
272.182,-0.041,-0.008
272.202,-0.127,-0.021
272.222,-0.218,-0.024
272.242,-0.154,-0.087
272.262,-0.17,-0.006
272.282,-0.157,-0.001
272.302,-0.173,0.024
272.322,-0.159,-0.068
272.342,-0.312,-0.021
272.362,-0.217,-0.002
272.382,-0.23,0.076
272.402,-0.22,-0.006
272.422,-0.191,0.125
272.442,-0.247,0.13
272.462,-0.165,0.158
272.482,-0.136,0.112
272.502,-0.18,0.056
272.522,-0.061,0.037
272.542,-0.11,-0.038
272.562,-0.243,0.021
272.582,-0.105,0.023
272.602,-0.084,0.079
272.622,-0.105,0.133
272.642,-0.072,0.116
272.662,-0.13,0.121
272.682,0.056,0.107
272.702,-0.048,0.132
272.722,0.073,0.142
272.742,0.092,0.122
272.762,0.155,0.119
272.782,0.046,0.065
272.802,0.044,0.099
272.822,0.176,0.054
272.842,0.146,0.091
272.862,0.072,0.096
272.882,0.197,0.075
272.902,0.211,0.192
272.922,0.141,0.124
272.942,0.188,0.004
272.962,0.245,0.077
272.982,0.208,0.002
273.002,0.249,0.047
273.022,0.153,0.021
273.042,0.334,-0.03
273.062,0.248,0.068
273.082,0.183,0.065
273.102,0.114,0.023
273.122,0.142,0.035
273.142,0.286,0.053
273.162,0.137,0.01
273.182,0.045,-0.036
273.202,0.095,0.05
273.222,0.048,-0.066
273.242,0.099,0.019
273.262,0.111,0.003
273.282,0.066,-0.034
273.302,0.058,0.026
273.322,0.006,0.048
273.342,-0.002,0.048
273.362,-0.044,-0.093
273.382,-0.086,-0.058
273.402,-0.044,0.074
273.422,-0.115,-0.009
273.442,-0.151,-0.116
273.462,-0.107,-0.005
273.482,-0.176,-0.095
273.502,-0.183,-0.159
273.522,-0.199,-0.001
273.542,-0.142,0.016
273.562,-0.133,-0.156
273.582,-0.193,-0.133
273.602,-0.14,-0.152
273.622,-0.139,0.021
273.642,-0.251,-0.079
273.662,-0.205,-0.058
273.682,-0.146,-0.133
273.702,-0.186,-0.025
273.722,-0.193,-0.113
273.742,-0.222,-0.154
273.762,-0.16,-0.152
273.782,-0.242,-0.197
273.802,-0.124,-0.187
273.822,-0.088,-0.194
273.842,-0.127,-0.097
273.862,-0.105,-0.038
273.882,-0.022,-0.086
273.902,-0.03,-0.103
273.922,-0.035,-0.143
273.942,-0.032,-0.093
273.962,-0.072,-0.113
273.982,0.035,-0.1
274.002,-0.045,-0.082
274.022,0.093,-0.072
274.042,0.049,-0.061
274.062,0.165,-0.042
274.082,0.175,-0.146
274.102,0.166,-0.04
274.122,0.097,-0.119
274.142,0.111,-0.071
274.162,0.126,0.003
274.182,0.125,0.075
274.202,0.117,-0.069
274.222,0.184,-0.037
274.242,0.161,0.024
274.262,0.213,0.006
274.282,0.197,-0.107
274.302,0.072,-0.034
274.322,0.178,-0.079
274.342,0.09,-0.024
274.362,0.182,-0.004
274.382,0.182,-0.067
274.402,0.121,-0.033
274.422,0.192,-0.011
274.442,0.101,0.092
274.462,0.127,0.082
274.482,0.138,0.141
274.502,0.056,0.057
274.522,-0.003,0.06
274.542,0.079,0.075
274.562,-0.026,0.008
274.582,0.005,0.151
274.602,-0.064,0.097
274.622,-0.005,0.024
274.642,-0.129,0.044
274.662,-0.111,0.038
274.682,-0.174,0.154
274.702,-0.138,0.166
274.722,-0.104,0.092
274.742,-0.16,0.08
274.762,-0.298,0.051
274.782,-0.134,0.124
274.802,-0.16,0.176
274.822,-0.119,0.124
274.842,-0.186,0.17
274.862,-0.239,0.147
274.882,-0.184,0.117
274.902,-0.158,0.054
274.922,-0.247,0.059
274.942,-0.151,0.106
274.962,-0.167,0.096
274.982,-0.282,0.085
275.002,-0.168,0.059
275.022,-0.148,0.087
275.042,-0.223,0.005
275.062,-0.16,0.122
275.082,-0.194,0.104
275.102,-0.13,0.066
275.122,-0.091,0.024
275.142,-0.055,0.034
275.162,-0.06,0.048
275.182,-0.055,0.128
275.202,-0.02,0.065
275.222,0.062,0.045
275.242,0.104,0.057
275.262,0.025,0.035
275.282,0.117,0.034
275.302,0.053,0.035
275.322,0.13,0.005
275.342,0.064,0.074
275.362,0.165,0.033
275.382,0.161,-0.005
275.402,0.121,0.044
275.422,0.149,-0.047
275.442,0.124,-0.087
275.462,0.184,-0.048
275.482,0.177,0.063
275.502,0.17,-0.063
275.522,0.165,0.005
275.542,0.205,-0.057
275.562,0.219,0.021
275.582,0.172,-0.084
275.602,0.205,-0.075
275.622,0.169,-0.064
275.642,0.101,-0.132
275.662,0.177,-0.136
275.682,0.16,-0.064
275.702,0.02,-0.06
275.722,0.088,-0.144
275.742,0.104,-0.065
275.762,0.094,-0.141
275.782,-0.022,-0.038
275.802,0.026,-0.127
275.822,-0.023,-0.123
275.842,-0.032,-0.06
275.862,-0.006,-0.076
275.882,-0.052,-0.06
275.902,-0.025,0.0
275.922,-0.084,-0.075
275.942,-0.156,-0.108
275.962,-0.168,-0.117
275.982,-0.206,-0.081
276.002,-0.247,-0.106
276.022,-0.12,-0.037
276.042,-0.192,-0.075
276.062,-0.074,-0.174
276.082,-0.174,-0.036
276.102,-0.124,-0.184
276.122,-0.3,-0.043
276.142,-0.155,-0.052
276.162,-0.216,-0.013
276.182,-0.253,-0.057
276.202,-0.223,-0.138
276.222,-0.112,-0.142
276.242,-0.178,-0.091
276.262,-0.147,-0.047
276.282,-0.144,-0.086
276.302,-0.218,-0.084
276.322,-0.208,-0.024
276.342,-0.089,-0.079
276.362,-0.127,-0.082
276.382,-0.032,-0.065
276.402,-0.08,0.004
276.422,-0.141,0.007
276.442,0.039,0.008
276.462,-0.041,0.031
276.482,0.035,0.001
276.502,0.012,0.037
276.522,0.127,-0.085
276.542,0.047,0.026
276.562,0.096,0.064
276.582,0.124,0.051
276.602,0.086,0.071
276.622,0.196,0.112
276.642,0.175,0.068
276.662,0.091,0.061
276.682,0.186,0.028
276.702,0.143,0.043
276.722,0.239,0.069
276.742,0.164,-0.026
276.762,0.26,0.153
276.782,0.134,-0.001
276.802,0.229,0.124
276.822,0.218,0.033
276.842,0.117,0.09
276.862,0.168,0.09
276.882,0.128,0.121
276.902,0.166,0.124
276.922,0.164,0.133
276.942,0.168,0.067
276.962,0.167,0.198
276.982,0.075,0.166
277.002,0.146,0.034
277.022,0.159,0.135
277.042,0.135,0.135
277.062,0.038,0.084
277.082,-0.001,0.102
277.102,0.14,0.102
277.122,-0.009,0.03
277.142,0.033,0.157
277.162,-0.076,0.096
277.182,-0.025,0.031
277.202,-0.217,0.047
277.222,-0.158,0.046
277.242,-0.214,-0.009
277.262,-0.181,0.06
277.282,-0.141,0.015
277.302,-0.147,0.022
277.322,-0.152,0.134
277.342,-0.252,0.06
277.362,-0.266,0.028
277.382,-0.193,0.023
277.402,-0.253,0.059
277.422,-0.206,0.043
277.442,-0.093,0.025
277.462,-0.143,0.032
277.482,-0.16,-0.049
277.502,-0.195,0.083
277.522,-0.083,-0.032
277.542,-0.186,0.029
277.562,-0.138,-0.084
277.582,-0.121,-0.055
277.602,-0.132,-0.062
277.622,-0.013,-0.016
277.642,-0.068,-0.012
277.662,-0.114,-0.09
277.682,-0.071,-0.061
277.702,-0.021,-0.09
277.722,-0.074,0.013
277.742,-0.077,-0.035
277.762,0.108,-0.156
277.782,0.158,-0.112
277.802,-0.029,-0.084
277.822,0.076,-0.091
277.842,0.093,-0.078
277.862,0.092,-0.076
277.882,0.112,-0.1
277.902,0.194,-0.142
277.922,0.183,-0.103
277.942,0.195,-0.107
277.962,0.206,-0.126
277.982,0.229,-0.017
278.002,0.202,-0.114
278.022,0.2,-0.188
278.042,0.164,-0.145
278.062,0.234,-0.107
278.082,0.274,-0.076
278.102,0.176,-0.116
278.122,0.149,-0.116
278.142,0.174,-0.075
278.162,0.186,-0.139
278.182,0.146,-0.044
278.202,0.103,-0.07
278.222,0.117,-0.167
278.242,0.05,-0.193
278.262,0.115,-0.054
278.282,0.051,-0.119
278.302,0.011,-0.086
278.322,-0.002,-0.053
278.342,-0.059,-0.008
278.362,0.007,-0.106
278.382,-0.063,-0.031
278.402,-0.031,0.071
278.422,-0.175,0.005
278.442,-0.155,0.008
278.462,-0.162,-0.039
278.482,-0.107,-0.099
278.502,-0.092,-0.003
278.522,-0.159,-0.053
278.542,-0.175,0.031
278.562,-0.185,0.044
278.582,-0.225,0.005
278.602,-0.182,0.051
278.622,-0.183,0.122
278.642,-0.193,0.042
278.662,-0.149,0.06
278.682,-0.308,-0.043
278.702,-0.17,0.065
278.722,-0.253,-0.022
278.742,-0.062,0.088
278.762,-0.191,0.071
278.782,-0.219,-0.008
278.802,-0.14,0.113
278.822,-0.193,0.095
278.842,-0.052,0.051
278.862,-0.142,0.052
278.882,-0.126,0.093
278.902,-0.064,0.077
278.922,-0.04,0.158
278.942,-0.0,0.068
278.962,-0.012,0.072
278.982,-0.027,0.107
279.002,-0.011,0.057
279.022,-0.017,0.082
279.042,0.144,0.183
279.062,0.088,0.143
279.082,0.176,0.095
279.102,0.079,0.127
279.122,0.118,0.147
279.142,0.053,0.198
279.162,0.166,0.183
279.182,0.024,0.115
279.202,0.202,0.094
279.222,0.142,0.034
279.242,0.189,0.115
279.262,0.286,0.127
279.282,0.154,0.123
279.302,0.212,0.05
279.322,0.206,0.048
279.342,0.209,-0.018
279.362,0.134,0.087
279.382,0.108,0.107
279.402,0.182,0.031
279.422,0.147,0.026
279.442,0.104,0.111
279.462,0.169,0.065
279.482,0.097,0.041
279.502,0.045,0.016
279.522,0.058,-0.035
279.542,0.038,0.035
279.562,-0.051,-0.039
279.582,0.016,0.04
279.602,0.078,-0.016
279.622,-0.057,-0.038
279.642,-0.038,-0.122
279.662,-0.198,-0.088
279.682,-0.01,-0.021
279.702,-0.093,-0.039
279.722,-0.005,-0.018
279.742,-0.084,-0.134
279.762,-0.101,0.047
279.782,-0.148,-0.123
279.802,-0.2,0.0
279.822,-0.046,-0.083
279.842,-0.253,-0.085
279.862,-0.187,-0.021
279.882,-0.232,-0.131
279.902,-0.191,-0.057
279.922,-0.264,-0.154
279.942,-0.23,-0.098
279.962,-0.198,-0.11
279.982,-0.119,0.009
280.002,-0.229,-0.14
280.022,-0.1,-0.157
280.042,-0.165,-0.069
